,stocks,dates,BasicEPS,DilutedEPS,CashEPS,DivPS,OpRev,NPS,ROCE,NPMargin,ROA,ROE2Networth,EntValue,EntValuePerNetSales,Price2Book,Price2Sales,RetentionRatios,EarningYield,AssetTurnRatio,EVPerEBITDA,PBDITMargin
446,INDUSINDBK,Mar 15,33.99,33.41,36.27,4.00,183.06,33.88,2.93,18.50,1.64,17.49,137441.26,14.18,4.56,4.82,88.18,0.04,---,---,---
447,INDUSINDBK,Mar 14,26.85,26.41,28.65,3.50,157.02,26.79,3.07,17.05,1.61,16.28,97195.33,11.78,3.05,3.19,86.92,0.05,---,---,---
448,INDUSINDBK,Mar 13,21.83,21.40,21.70,3.00,133.56,20.30,2.58,15.19,1.44,14.30,81500.04,11.67,2.85,3.03,85.19,0.05,---,---,---
449,INDUSINDBK,Mar 12,17.20,16.86,18.76,2.20,114.59,17.16,2.46,14.97,1.39,17.74,63143.87,11.78,3.32,2.80,87.18,0.05,---,---,---
450,TATACONSUM,Mar 21,6.72,6.72,8.09,4.05,77.63,6.72,7.69,8.65,4.61,5.53,57230.47,8.00,5.25,8.22,59.83,0.01,53.26,54.42,14.69
451,TATACONSUM,Mar 20,5.68,5.68,6.93,2.70,61.74,5.68,7.16,9.20,4.34,4.83,26466.00,4.65,2.51,4.77,69.86,0.02,47.22,28.71,16.19
452,TATACONSUM,Mar 19,6.51,6.51,7.01,2.50,54.34,6.51,12.92,11.98,8.21,9.29,12352.38,3.60,2.90,3.74,61.60,0.03,68.53,19.90,18.10
453,TATACONSUM,Mar 18,8.47,8.47,8.90,2.50,50.98,8.47,12.35,16.60,10.92,12.68,15859.76,4.93,3.87,5.07,70.47,0.03,65.76,24.44,20.17
454,TATACONSUM,Mar 17,4.37,4.37,4.75,2.35,48.55,4.37,7.06,9.00,6.25,7.29,9493.76,3.10,2.51,3.09,39.01,0.03,69.38,20.68,14.98
455,TATACONSUM,Mar 16,8.93,8.93,9.29,2.25,48.87,8.93,18.33,18.27,13.86,19.61,7449.72,2.42,2.66,2.48,74.80,0.07,75.86,16.60,14.55
456,TATACONSUM,Mar 15,4.58,4.58,5.00,2.25,46.65,4.67,9.59,10.01,7.90,11.66,9676.81,3.35,3.72,3.20,50.86,0.03,78.90,20.50,16.36
457,TATACONSUM,Mar 14,7.23,7.23,7.49,2.25,43.39,7.23,14.60,16.65,12.09,17.39,9721.52,3.62,3.61,3.46,68.87,0.05,72.62,20.74,17.47
458,TATACONSUM,Mar 13,4.18,4.18,4.45,2.15,37.61,4.18,10.78,11.11,7.51,11.15,8048.56,3.46,3.41,3.40,48.59,0.03,67.61,22.90,15.11
459,TATACONSUM,Mar 12,4.89,4.89,5.09,2.15,32.91,4.89,11.36,14.87,9.56,13.83,7278.54,3.58,3.17,3.40,56.07,0.04,64.29,22.34,16.01
460,DRREDDY,Mar 21,131.84,131.46,181.57,25.00,802.23,131.39,18.17,16.37,10.10,12.87,75031.88,5.62,4.42,5.63,81.03,0.03,61.71,19.05,29.49
461,DRREDDY,Mar 20,177.23,176.88,224.24,25.00,713.02,176.76,18.46,24.78,15.08,19.33,52829.90,4.46,3.41,4.37,86.67,0.06,60.84,14.62,30.48
462,DRREDDY,Mar 19,76.98,76.85,123.97,20.00,640.09,76.95,13.34,12.02,7.86,10.07,46829.39,4.41,3.63,4.33,74.00,0.03,65.39,18.45,23.88
463,DRREDDY,Mar 18,34.19,34.12,80.78,20.00,563.81,34.15,6.13,6.05,3.31,4.80,37036.77,3.96,2.93,3.69,29.58,0.02,54.73,24.15,16.38
464,DRREDDY,Mar 17,83.05,82.88,127.82,20.00,586.24,83.48,13.14,14.24,8.41,11.93,45935.25,4.73,3.76,4.49,75.77,0.03,59.09,19.66,24.04
465,DRREDDY,Mar 16,79.42,79.14,117.44,20.00,598.34,79.40,10.61,13.26,7.71,11.67,53591.39,5.25,4.46,5.07,74.86,0.03,58.13,20.23,25.94
466,DRREDDY,Mar 15,98.60,98.18,127.32,20.00,587.50,98.56,14.25,16.77,10.20,15.79,61649.55,6.16,5.59,5.94,79.70,0.03,60.83,23.59,26.11
467,DRREDDY,Mar 14,113.67,113.13,135.92,18.00,571.56,113.56,18.59,19.86,13.32,20.71,45584.22,4.69,4.67,4.48,84.15,0.04,67.05,15.65,29.94
468,DRREDDY,Mar 13,74.54,74.17,92.95,15.00,496.70,74.53,15.98,15.00,10.55,16.25,30661.77,3.64,3.85,3.56,79.86,0.04,70.34,14.41,25.22
469,DRREDDY,Mar 12,53.83,53.56,71.55,13.75,397.39,53.80,12.53,13.53,8.82,13.58,30511.10,4.53,4.44,4.43,74.45,0.03,65.17,18.79,24.09
470,EICHERMOT,Mar 21,48.68,48.61,64.97,17.00,315.37,48.65,17.58,15.42,10.53,13.70,65361.58,7.58,7.33,8.26,0.00,0.02,68.27,29.20,25.97
471,EICHERMOT,Mar 20,697.50,697.16,835.80,125.00,3325.08,697.37,28.00,20.97,17.99,23.00,32801.68,3.61,4.32,3.94,64.15,0.05,85.80,11.64,31.05
472,EICHERMOT,Mar 19,753.37,752.54,862.67,125.00,3590.35,753.09,42.05,20.97,21.67,28.82,53164.25,5.43,7.86,5.72,85.40,0.04,103.34,15.40,35.24
473,EICHERMOT,Mar 18,629.07,627.88,709.92,110.00,3285.95,628.36,52.91,19.12,21.97,31.88,76123.69,8.50,14.38,8.62,81.48,0.02,114.91,23.90,35.56
474,EICHERMOT,Mar 17,573.75,572.17,629.68,100.00,2586.54,573.33,56.17,22.16,28.15,39.77,69579.67,9.89,17.73,9.88,0.00,0.02,127.03,28.60,34.57
475,EICHERMOT,Mar 16,482.45,480.68,532.32,100.00,2277.68,482.04,54.04,21.16,36.12,56.03,51961.88,8.40,22.25,8.40,64.23,0.03,170.70,26.09,32.19
476,EICHERMOT,Dec 15,342.25,340.82,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.69
477,EICHERMOT,Dec 14,206.38,205.37,224.75,50.00,1118.53,206.24,43.93,18.43,25.07,45.30,40887.44,13.49,33.18,13.50,75.75,0.01,135.99,48.11,28.03
478,EICHERMOT,Dec 13,103.15,102.58,114.29,30.00,629.61,103.04,32.84,16.36,18.78,33.92,13442.42,7.90,16.38,7.90,70.88,0.02,114.78,34.13,23.13
479,EICHERMOT,Dec 12,53.62,53.31,59.97,20.00,388.61,53.61,22.34,13.79,14.13,23.01,7854.75,7.49,12.46,7.47,62.69,0.02,102.44,41.08,18.22
480,UPL,Mar 21,2.88,2.88,15.65,10.00,148.30,2.88,8.90,1.93,1.43,2.82,49881.30,4.40,6.31,4.33,-108.18,0.00,74.23,28.78,15.27
481,UPL,Mar 20,6.03,6.03,17.67,6.00,126.03,6.03,9.39,4.78,3.33,5.74,25803.60,2.68,3.11,2.59,11.71,0.02,69.72,15.08,17.74
482,UPL,Mar 19,7.96,7.96,22.14,8.00,169.80,7.94,7.94,4.67,2.91,5.08,50021.00,5.78,6.12,5.63,-0.49,0.01,62.28,35.75,16.15
483,UPL,Mar 18,10.78,10.78,23.80,8.00,142.41,10.75,8.10,7.54,4.54,6.87,37999.55,5.23,4.66,5.11,34.85,0.01,60.27,27.46,19.05
484,UPL,Mar 17,4.84,4.81,17.82,7.00,137.41,4.85,6.97,3.53,2.15,3.19,37464.95,5.40,4.78,5.28,12.65,0.01,61.15,29.55,18.27
485,UPL,Mar 16,16.47,16.47,22.16,5.00,139.58,16.47,13.76,11.79,8.47,17.57,21774.94,3.64,5.10,3.42,69.63,0.03,71.83,16.97,21.44
486,UPL,Mar 15,10.81,10.81,15.17,5.00,124.47,10.81,9.76,8.68,6.06,13.14,20054.58,3.76,5.38,3.55,53.74,0.02,69.83,24.98,15.04
487,UPL,Mar 14,9.45,9.45,13.64,4.00,115.92,9.70,8.67,8.36,5.86,12.56,8877.43,1.79,2.39,1.59,58.76,0.05,70.14,9.01,19.82
488,UPL,Mar 13,4.60,4.60,8.27,2.50,89.01,4.70,4.11,5.28,2.96,6.19,7037.16,1.79,1.54,1.32,46.93,0.04,56.15,12.54,14.23
489,UPL,Mar 12,4.92,4.92,8.02,2.50,71.63,4.92,4.70,6.86,3.62,6.47,7357.45,2.22,1.71,1.81,49.14,0.04,52.80,11.97,18.58
490,HEROMOTOCO,Mar 21,148.39,148.37,182.24,105.00,1541.57,148.36,24.43,9.62,13.37,19.50,57987.55,1.88,3.83,1.89,35.97,0.05,138.98,12.61,14.93
491,HEROMOTOCO,Mar 20,181.91,181.91,222.84,90.00,1443.61,181.89,26.52,12.59,19.37,25.70,31602.29,1.10,2.25,1.10,46.67,0.11,153.79,6.67,16.42
492,HEROMOTOCO,Mar 19,169.48,169.47,199.59,87.00,1684.63,169.46,37.15,10.05,19.18,26.32,50904.66,1.51,3.97,1.52,43.94,0.07,190.74,9.06,16.70
493,HEROMOTOCO,Mar 18,185.14,185.13,212.97,95.00,1613.95,185.15,42.35,11.47,22.08,31.41,70662.30,2.19,6.02,2.20,54.08,0.05,192.54,12.17,18.01
494,HEROMOTOCO,Mar 17,169.12,169.12,193.78,85.00,1427.16,169.11,44.00,11.84,22.98,33.39,64243.55,2.25,6.37,2.26,48.55,0.05,193.95,12.46,18.09
495,HEROMOTOCO,Mar 16,156.86,156.86,178.96,72.00,1432.11,156.85,37.77,10.95,25.38,39.42,58648.34,2.05,7.40,2.06,54.10,0.05,231.74,12.12,16.91
496,HEROMOTOCO,Mar 15,119.46,119.46,146.50,60.00,1381.34,119.46,35.93,8.64,22.67,36.47,52613.47,1.91,8.07,1.91,49.77,0.05,262.17,13.04,14.62
497,HEROMOTOCO,Mar 14,105.61,105.61,161.06,65.00,1265.67,105.61,37.16,8.34,20.88,37.66,45271.31,1.79,8.11,1.80,38.40,0.05,250.31,11.36,15.77
498,HEROMOTOCO,Mar 13,106.07,106.07,163.24,60.00,1190.19,106.07,38.71,8.91,21.96,42.31,30912.86,1.30,6.15,1.30,43.43,0.07,246.51,8.39,15.49
499,HEROMOTOCO,Mar 12,119.09,119.09,174.03,45.00,1180.72,119.09,42.86,10.08,24.04,55.43,41969.92,1.78,9.57,1.74,62.21,0.06,238.43,10.54,16.89
500,ABB,Dec 21,24.53,24.53,29.37,5.20,327.23,24.53,15.08,7.49,6.43,12.84,44668.73,6.44,11.71,6.83,79.61,0.01,0.89,62.36,10.33
501,ABB,Dec 20,10.34,10.34,16.03,5.00,274.70,10.35,7.17,3.76,2.88,6.07,23478.89,4.03,7.12,4.41,53.59,0.01,0.76,61.33,6.57
502,ABB,Dec 19,14.32,14.32,18.58,4.80,345.21,14.32,14.96,4.14,3.93,8.61,25619.57,3.50,7.73,3.72,66.47,0.01,94.99,40.96,8.55
503,ABB,Dec 18,24.11,24.11,28.49,4.80,315.72,24.11,11.10,7.63,5.62,12.74,26752.04,4.00,7.04,4.22,81.74,0.02,73.70,49.38,8.09
504,ABB,Dec 17,19.82,19.82,24.60,4.40,287.58,19.82,10.69,6.89,4.72,11.64,28167.89,4.62,8.22,4.87,79.81,0.01,68.56,57.22,8.07
505,ABB,Dec 16,17.76,17.76,24.88,4.00,408.13,17.76,16.78,4.35,4.86,11.46,21429.41,2.48,6.71,2.55,77.47,0.02,111.89,26.39,9.38
506,ABB,Dec 15,14.15,14.15,21.69,3.70,384.16,14.15,15.45,3.68,4.04,9.96,23718.95,2.91,7.88,2.91,73.85,0.01,109.87,32.69,8.91
507,ABB,Dec 14,10.78,10.78,16.11,3.70,364.95,10.78,16.12,2.95,3.34,8.12,27399.69,3.54,9.69,3.52,65.68,0.01,113.36,47.82,7.40
508,ABB,Dec 13,8.46,8.46,13.34,3.00,364.42,8.46,13.90,2.32,2.54,6.69,14983.96,1.94,5.48,1.90,64.54,0.01,109.53,31.42,6.17
509,ABB,Dec 12,6.48,6.48,10.92,3.00,357.01,6.48,9.56,1.81,2.12,5.28,15092.49,2.00,5.71,1.96,53.73,0.01,116.92,43.93,4.54
510,AUBANK,Mar 22,36.06,35.69,35.88,1.00,188.05,35.88,2.74,19.07,1.63,15.03,95338.81,16.10,5.22,6.63,100.00,0.03,---,---,---
511,AUBANK,Mar 21,38.19,37.86,40.84,0.00,158.55,37.50,4.37,23.64,2.26,18.65,79724.83,16.11,6.10,7.73,100.00,0.03,---,---,---
512,AUBANK,Mar 20,22.78,22.32,25.10,0.00,140.93,22.19,2.92,15.74,1.60,15.41,50924.93,11.88,3.54,3.61,100.00,0.04,---,---,---
513,AUBANK,Mar 19,13.16,12.90,15.17,0.75,100.87,13.06,2.31,12.94,1.17,12.07,44570.22,15.11,5.48,5.88,95.42,0.02,---,---,---
514,AUBANK,Mar 18,10.26,10.00,12.09,0.50,61.85,10.22,3.22,16.52,1.55,12.80,32725.11,18.52,7.74,9.99,100.00,0.02,---,---,---
515,AUBANK,Mar 17,30.18,29.61,29.12,0.00,45.03,28.92,13.62,64.21,8.40,41.35,0.00,0.00,0.00,0.00,100.00,0.00,---,---,---
516,AUBANK,Mar 16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,---,---,---
517,AUBANK,Mar 21,29.47,29.47,42.00,3.00,247.75,29.47,14.03,11.89,6.83,15.05,25020.92,5.80,6.72,5.31,91.51,0.02,---,---,---
518,AUBANK,Mar 20,30.04,30.04,39.94,3.50,229.25,30.04,18.18,13.10,8.59,18.03,14830.10,3.71,4.57,3.32,80.02,0.04,---,---,---
519,AUBANK,Mar 19,59.10,59.10,72.96,11.00,524.79,55.54,20.57,10.58,8.55,18.79,14905.66,3.28,5.32,3.00,91.17,0.04,---,---,---
520,AARTIIND,Mar 18,38.92,38.92,55.62,1.00,455.02,38.92,20.33,8.55,7.68,20.88,11162.68,3.02,6.14,2.51,97.40,0.03,57.45,26.72,21.69
521,AARTIIND,Mar 17,37.35,37.35,51.32,1.00,371.43,37.35,24.22,10.05,9.17,23.40,7684.64,2.52,4.80,2.06,0.00,0.05,65.59,15.78,23.53
522,AARTIIND,Mar 16,30.30,30.30,41.42,8.50,326.09,30.30,12.63,9.29,8.15,23.58,5503.86,2.03,4.03,1.59,71.94,0.06,80.80,16.18,20.25
523,AARTIIND,Mar 15,21.20,21.20,30.08,5.50,324.03,21.20,10.85,6.54,6.66,20.68,4164.54,1.45,3.44,1.09,74.05,0.06,89.84,16.94,17.81
524,AARTIIND,Mar 14,16.78,16.78,26.65,4.50,297.18,16.78,10.76,5.64,5.79,19.09,2014.20,0.77,1.39,0.41,73.18,0.14,91.29,12.58,20.02
525,AARTIIND,Mar 13,14.83,14.83,26.94,4.00,264.93,16.60,12.14,6.26,6.33,19.54,1436.47,0.69,0.96,0.31,73.01,0.20,87.78,10.20,19.86
526,AARTIIND,Mar 12,11.36,11.36,17.84,3.50,211.49,11.02,10.33,5.21,5.55,17.00,1054.68,0.63,0.93,0.29,68.78,0.18,101.83,9.08,15.96
527,AARTIIND,Mar 21,325.04,325.04,352.39,275.00,2028.24,325.03,33.60,16.02,17.98,26.54,29441.84,6.83,12.24,7.39,0.00,0.02,102.64,4.96,15.41
528,AARTIIND,Mar 20,279.04,279.04,307.09,250.00,1926.25,279.04,30.54,14.48,16.71,24.38,30644.48,7.49,13.51,8.02,76.70,0.02,101.12,3.98,17.20
529,AARTIIND,Mar 19,211.93,211.93,219.89,65.00,1731.16,211.93,33.64,12.24,15.31,22.42,13821.01,3.76,7.72,4.21,74.04,0.03,106.69,4.26,14.78
530,ABBOTINDIA,Mar 18,188.81,188.81,196.43,55.00,1552.29,188.81,22.95,12.16,16.60,23.70,10547.61,3.20,6.84,3.51,78.81,0.03,112.22,29.37,23.25
531,ABBOTINDIA,Mar 17,130.19,130.19,137.92,40.00,1365.95,130.19,19.28,9.53,13.39,19.94,8766.31,3.02,7.11,3.40,73.11,0.03,115.40,35.19,21.27
532,ABBOTINDIA,Mar 16,120.12,120.12,126.92,35.00,1230.40,120.12,20.68,9.76,15.79,21.34,9163.69,3.50,8.37,3.83,74.19,0.03,125.08,19.25,19.51
533,ABBOTINDIA,Mar 15,107.75,107.75,114.78,31.00,1077.05,107.75,23.44,10.00,16.66,24.42,7746.18,3.38,8.95,3.67,71.22,0.03,136.51,16.44,19.44
534,ABBOTINDIA,Mar 14,93.39,93.39,103.71,23.00,1080.93,93.39,23.47,8.63,17.42,25.18,3261.63,1.42,4.73,1.62,75.37,0.05,140.50,19.27,15.67
535,ABBOTINDIA,Dec 12,68.10,68.10,77.27,17.00,777.76,68.10,21.35,8.75,15.95,22.36,2831.64,1.71,4.88,1.91,75.03,0.05,161.73,22.08,15.87
536,ABBOTINDIA,Dec 11,56.66,56.66,63.71,17.00,701.30,56.66,21.53,8.07,15.09,22.12,2844.73,1.91,5.70,2.08,69.99,0.04,166.61,21.53,15.72
537,ABBOTINDIA,Mar 21,140.93,140.93,157.59,30.00,603.90,140.95,24.67,23.34,15.64,22.09,32807.45,4.54,4.35,4.59,80.13,0.05,201.62,10.30,13.78
538,ABBOTINDIA,Mar 20,105.75,105.75,121.39,25.00,558.52,105.76,21.09,18.93,13.88,20.13,28285.17,4.24,4.43,4.17,71.63,0.05,182.19,12.64,13.56
539,ABBOTINDIA,Mar 19,66.90,66.90,78.70,16.00,477.97,66.90,17.29,13.99,10.96,14.63,21047.79,3.68,3.83,3.67,77.57,0.04,186.86,14.57,13.09
540,ALKEM,Mar 18,59.87,59.87,68.88,13.00,443.35,59.88,19.22,13.50,10.50,14.65,23904.26,4.51,4.84,4.46,74.94,0.03,67.01,15.34,29.62
541,ALKEM,Mar 17,73.86,73.86,80.27,15.00,390.50,73.87,20.47,18.91,14.97,20.10,26553.26,5.69,6.01,5.65,91.87,0.03,73.32,18.09,23.41
542,ALKEM,Mar 16,58.56,58.56,64.72,12.70,330.49,58.57,24.46,17.72,14.51,19.45,16163.10,4.09,4.54,4.13,78.31,0.04,78.35,18.91,19.48
543,ALKEM,Mar 15,36.70,36.70,41.70,4.00,266.24,36.71,13.47,13.78,9.01,14.15,0.00,0.00,0.00,0.00,89.10,0.00,77.78,22.25,20.26
544,ALKEM,Mar 14,36.80,36.80,403.79,20.00,2234.87,368.06,15.39,16.46,10.47,16.21,0.00,0.00,0.00,0.00,94.56,0.00,79.14,26.70,21.30
545,ALKEM,Mar 13,39.00,39.00,420.40,20.00,1923.84,390.28,18.72,20.28,11.63,20.27,0.00,0.00,0.00,0.00,94.87,0.00,81.93,16.64,24.57
546,ALKEM,Mar 12,36.10,36.10,384.41,20.00,1612.88,361.05,20.80,22.38,13.63,23.16,0.00,0.00,0.00,0.00,94.46,0.00,65.40,0.00,18.65
547,ALKEM,Mar 21,-1.07,-1.07,1.48,0.60,52.13,-1.07,-0.91,-2.05,-1.70,-4.49,36196.55,2.37,4.77,2.18,0.00,-0.01,63.61,0.00,21.07
548,ALKEM,Mar 20,0.82,0.82,3.10,0.50,59.50,0.82,6.67,1.37,1.46,3.29,14379.69,0.82,1.74,0.72,-430.32,0.02,57.36,0.00,25.95
549,ALKEM,Mar 19,6.76,6.76,8.87,3.10,98.98,6.76,27.81,6.82,10.88,23.80,25825.93,0.89,3.22,0.92,56.64,0.07,60.92,0.00,28.05
550,ASHOKLEY,Mar 18,5.87,5.85,7.91,2.43,90.04,5.87,30.07,6.51,9.90,23.70,42101.15,1.60,5.87,1.61,68.01,0.04,0.88,55.29,4.27
551,ASHOKLEY,Mar 17,4.24,4.24,6.12,1.56,70.77,4.30,16.05,6.07,8.71,19.96,24494.90,1.22,3.93,1.19,73.39,0.05,106.57,11.09,7.42
552,ASHOKLEY,Mar 16,1.37,1.37,3.08,0.95,66.54,1.37,4.94,2.05,3.04,7.20,31144.94,1.64,5.71,1.63,60.43,0.01,159.42,7.96,11.17
553,ASHOKLEY,Mar 15,1.20,1.20,2.64,0.45,47.66,1.18,4.04,2.46,2.51,8.17,22771.50,1.68,5.11,1.54,61.74,0.02,152.02,13.32,11.98
554,ASHOKLEY,Mar 14,0.11,0.11,1.53,0.00,37.37,0.11,0.35,0.29,0.22,0.89,10178.03,1.02,1.93,0.63,100.00,0.00,143.44,10.47,11.61
555,ASHOKLEY,Mar 13,1.63,1.63,3.06,0.60,46.91,1.63,5.55,3.47,3.31,13.73,9331.07,0.75,1.85,0.47,63.19,0.07,148.25,13.13,12.52
556,ASHOKLEY,Mar 12,2.13,2.13,3.45,1.00,48.27,2.13,8.00,4.40,4.74,19.55,10424.41,0.81,2.78,0.63,52.98,0.07,101.88,19.78,8.48
557,ASHOKLEY,Mar 21,16.27,16.27,21.05,2.00,123.70,16.26,27.11,13.14,14.71,19.88,32180.87,12.94,19.77,13.07,95.38,0.01,77.63,43.67,2.34
558,ASHOKLEY,Mar 20,13.33,13.33,19.25,1.00,135.28,13.30,19.90,9.82,10.34,15.09,13977.30,6.84,10.49,6.83,88.04,0.01,95.30,9.94,7.52
559,ASHOKLEY,Mar 19,11.76,11.76,17.41,0.70,159.90,11.81,18.75,7.38,7.92,12.27,13961.60,7.29,12.04,7.24,93.36,0.01,107.77,8.04,10.09
560,ASTRAL,Mar 18,9.94,9.94,13.83,0.60,134.40,9.94,11.31,7.39,8.31,12.56,10762.65,6.69,11.32,6.66,93.33,0.01,111.88,57.96,22.33
561,ASTRAL,Mar 17,8.90,8.90,12.39,0.50,123.30,8.90,11.09,7.22,8.09,12.76,6665.89,4.51,7.85,4.44,97.29,0.02,105.20,36.72,18.63
562,ASTRAL,Mar 16,6.09,6.09,9.01,0.40,111.31,6.05,8.23,5.43,5.89,9.82,5097.65,3.82,6.81,3.77,93.39,0.01,107.32,44.27,16.46
563,ASTRAL,Mar 15,6.03,6.03,8.61,0.38,105.78,5.82,9.26,5.49,6.54,11.25,5349.42,4.27,8.57,4.19,93.68,0.01,112.46,43.45,15.38
564,ASTRAL,Mar 14,13.74,13.74,17.54,0.65,190.92,13.74,18.99,7.19,11.30,24.62,2707.27,2.52,8.34,2.44,95.26,0.03,112.16,30.97,14.57
565,ASTRAL,Mar 13,26.48,26.48,34.34,1.25,365.31,26.48,18.97,7.24,11.01,24.73,861.02,1.05,3.36,0.99,95.27,0.07,108.49,30.62,12.48
566,ASTRAL,Mar 12,17.69,17.69,23.64,1.13,257.75,17.69,15.84,6.86,8.36,21.55,464.47,0.80,2.36,0.75,93.63,0.09,119.05,34.96,12.22
567,ASTRAL,Mar 21,53.13,53.13,61.46,4.00,270.07,53.13,25.69,19.67,13.42,19.54,55216.93,3.49,3.24,3.26,92.47,0.06,157.04,17.67,14.27
568,ASTRAL,Mar 20,31.96,31.96,39.99,3.00,226.43,31.96,19.87,14.11,9.58,14.37,27852.67,2.10,1.86,1.82,90.61,0.08,151.93,7.58,13.84
569,ASTRAL,Mar 19,26.11,26.11,33.16,2.50,209.21,26.11,19.25,12.47,8.43,13.47,50495.77,4.12,4.06,3.76,90.42,0.03,121.94,5.42,14.79
570,AUROPHARMA,Mar 18,30.94,30.94,37.00,2.50,175.28,30.94,23.86,17.65,11.47,18.15,36057.21,3.51,3.27,3.18,87.87,0.06,68.23,11.72,29.76
571,AUROPHARMA,Mar 17,29.16,29.16,34.01,2.50,163.97,29.13,25.92,17.76,13.10,20.23,42393.57,4.41,4.69,4.12,93.31,0.04,67.91,9.02,23.28
572,AUROPHARMA,Mar 16,27.85,27.85,32.29,2.50,156.63,27.80,22.52,17.74,12.94,23.69,47018.50,5.13,6.35,4.76,91.73,0.04,67.57,19.36,21.28
573,AUROPHARMA,Mar 15,52.01,51.97,60.33,3.00,277.23,51.93,24.14,18.73,14.82,28.29,38515.24,4.76,6.65,4.40,91.34,0.04,65.02,13.11,26.78
574,AUROPHARMA,Mar 14,40.24,40.20,46.59,3.00,243.94,40.21,22.29,16.48,13.66,29.21,17696.42,2.49,3.71,2.09,92.54,0.08,73.77,16.89,26.12
575,AUROPHARMA,Mar 13,17.04,17.02,22.92,1.50,186.30,17.03,12.22,9.14,7.26,16.87,6909.00,1.27,1.45,0.78,91.19,0.12,72.94,17.81,28.80
576,AUROPHARMA,Mar 12,-1.46,-1.46,3.45,1.00,147.08,-1.46,-1.27,-0.99,-0.71,-1.70,5889.12,1.38,1.39,0.81,168.31,-0.01,79.16,16.62,28.63
577,AUROPHARMA,Mar 21,59.77,59.77,80.78,17.00,297.87,59.77,24.57,20.06,14.37,19.23,33512.63,5.82,5.44,5.68,79.92,0.04,82.91,8.87,28.04
578,AUROPHARMA,Mar 20,48.88,48.88,67.92,20.00,247.41,48.89,21.45,19.75,14.03,18.79,16107.67,3.37,3.04,3.20,54.99,0.06,79.49,7.02,18.14
579,AUROPHARMA,Mar 19,40.45,40.45,57.66,8.00,271.31,40.46,23.63,14.91,12.16,16.71,19998.37,3.81,4.11,3.67,81.45,0.04,71.46,9.94,13.84
580,BALKRISIND,Mar 18,38.24,38.24,54.35,8.00,230.07,38.24,25.43,16.62,12.64,18.05,21332.18,4.80,5.06,4.66,86.27,0.04,71.61,17.21,33.81
581,BALKRISIND,Mar 17,37.02,37.02,105.47,8.00,385.71,74.04,25.96,19.19,12.43,20.15,14146.39,3.79,3.77,3.59,92.57,0.05,71.04,10.75,31.32
582,BALKRISIND,Mar 16,58.73,58.73,87.81,5.50,335.38,58.73,14.67,17.51,10.56,20.30,7070.12,2.18,2.18,1.88,90.63,0.09,81.56,13.11,29.08
583,BALKRISIND,Mar 15,50.57,50.57,75.42,2.40,391.06,50.57,12.72,12.93,9.19,21.32,7805.74,2.07,2.72,1.65,95.25,0.08,76.09,14.78,32.44
584,BALKRISIND,Mar 14,50.53,50.53,67.59,2.00,370.04,50.53,13.01,13.65,10.01,25.91,6955.92,1.94,2.45,1.29,96.04,0.11,64.76,10.24,37.05
585,BALKRISIND,Mar 13,36.81,36.81,47.96,1.50,330.09,36.81,11.41,11.15,8.92,25.07,4427.81,1.39,1.85,0.82,95.92,0.14,60.32,6.08,35.85
586,BALKRISIND,Mar 12,27.43,27.43,36.38,1.50,291.74,27.78,12.11,9.52,8.28,24.86,3809.01,1.35,2.32,0.89,94.60,0.11,71.12,7.70,26.83
587,BALKRISIND,Mar 21,-7.02,-7.02,13.57,4.00,132.83,-7.02,-0.36,-5.28,-2.70,-5.13,16960.12,9.93,10.26,10.57,156.94,-0.01,73.38,7.66,25.37
588,BALKRISIND,Mar 20,25.44,25.44,48.45,4.00,237.57,25.44,20.54,10.70,8.75,17.23,14861.37,4.87,8.34,5.18,75.42,0.02,79.98,6.62,20.95
589,BALKRISIND,Mar 19,25.65,25.65,30.63,6.25,227.84,25.65,26.05,11.25,13.30,18.87,17264.17,5.90,10.37,6.18,84.40,0.02,86.99,7.48,18.05
590,BATAINDIA,Mar 18,17.40,17.40,22.10,4.00,204.57,17.40,14.10,8.50,10.42,15.11,8794.06,3.34,6.35,3.57,79.87,0.02,51.20,66.46,14.94
591,BATAINDIA,Mar 17,12.35,12.35,17.41,3.50,191.96,12.35,11.10,6.43,8.25,11.97,6772.41,2.75,5.50,2.96,71.66,0.02,81.75,16.54,29.42
592,BATAINDIA,Mar 16,17.02,17.02,22.87,3.50,188.13,17.02,17.01,9.04,12.52,18.91,6176.51,2.55,5.64,2.70,79.43,0.03,118.14,31.63,18.63
593,BATAINDIA,Mar 15,35.97,35.97,48.30,6.50,419.21,35.97,20.64,8.58,14.11,23.22,6799.63,2.52,7.04,2.60,81.93,0.03,122.58,21.73,15.38
594,BATAINDIA,Dec 13,29.68,29.68,38.89,6.50,321.36,29.68,20.72,9.23,13.79,23.46,6534.09,3.16,8.35,3.29,78.10,0.03,128.32,20.88,13.14
595,BATAINDIA,Dec 12,26.70,26.70,34.70,6.00,286.70,26.70,22.68,9.31,15.18,25.55,5384.27,2.92,8.30,3.02,77.53,0.03,138.45,20.54,12.43
