,stocks,dates,BasicEPS,DilutedEPS,CashEPS,DivPS,OpRev,NPS,ROCE,NPMargin,ROA,ROE2Networth,EntValue,EntValuePerNetSales,Price2Book,Price2Sales,RetentionRatios,EarningYield,AssetTurnRatio,EVPerEBITDA,PBDITMargin
747,IRCTC,Mar 17,-10.78,-10.78,11.55,0.00,151.35,-10.78,1.89,-7.12,-1.64,-4.53,35084.10,2.53,0.51,0.80,0.00,-0.09,63.77,0.00,24.56
748,IRCTC,Mar 16,-15.50,-15.50,7.97,0.00,138.77,-15.50,-3.20,-11.17,-2.34,-6.14,29077.07,2.29,0.24,0.43,0.00,-0.26,83.38,0.00,23.17
749,IRCTC,Mar 15,-3.40,-3.40,16.12,0.00,146.36,-3.40,-0.94,-2.32,-0.67,-2.48,40153.41,3.00,1.15,1.07,0.00,-0.02,95.11,0.00,24.09
750,JINDALSTEL,Mar 14,13.89,13.89,27.47,1.50,158.97,14.12,4.51,8.88,2.79,9.88,48601.69,3.34,2.04,1.84,89.37,0.05,89.25,0.00,22.80
751,JINDALSTEL,Mar 13,17.04,17.04,28.25,1.60,159.98,17.04,6.12,10.64,4.00,12.89,52009.23,3.48,2.64,2.18,90.60,0.05,94.87,0.00,16.67
752,JINDALSTEL,Mar 12,22.58,22.58,31.86,1.60,142.64,22.58,10.26,15.82,6.28,19.46,65288.12,4.90,4.70,3.82,92.91,0.04,77.40,0.00,17.20
753,JINDALSTEL,Mar 21,0.54,0.53,0.47,0.00,0.69,0.47,1.22,67.76,0.90,1.05,23990.21,140.08,2.15,138.17,0.00,0.00,0.00,0.00,0.00
754,JINDALSTEL,Mar 20,1.33,1.33,1.33,0.90,2.37,1.33,4.38,56.11,2.35,3.40,13762.24,28.95,1.31,21.68,-42.60,0.03,48.18,3.36,41.19
755,JINDALSTEL,Mar 19,1.34,1.33,1.34,1.00,2.41,1.34,5.03,55.39,2.65,3.41,32669.27,67.76,3.89,63.23,25.22,0.01,44.54,3.99,22.02
756,JINDALSTEL,Mar 18,1.46,1.44,1.33,1.00,2.28,1.33,4.95,58.52,2.89,3.46,32828.71,72.22,4.08,68.97,45.22,0.01,48.05,5.78,21.76
757,JINDALSTEL,Mar 17,0.71,0.70,1.42,0.80,1.58,1.42,5.46,89.58,3.89,6.04,23859.47,85.96,5.27,78.13,0.00,0.01,28.40,10.68,23.28
758,JINDALSTEL,Mar 16,1.25,1.25,2.16,0.80,1.99,2.16,7.28,108.47,6.34,9.51,12922.33,37.08,2.81,32.01,62.89,0.03,23.04,12.05,21.01
759,JINDALSTEL,Mar 15,0.88,0.88,1.52,0.80,1.69,1.52,5.32,90.02,4.66,7.37,12684.68,43.65,3.05,37.18,47.39,0.02,20.95,11.80,19.41
760,L&TFH,Mar 14,0.70,0.70,1.14,0.75,1.50,1.14,4.15,76.24,3.68,5.56,14261.75,55.37,3.59,49.13,34.37,0.02,29.00,10.03,29.88
761,L&TFH,Mar 13,1.81,1.80,1.81,0.75,1.00,1.81,7.09,181.02,5.64,8.81,14141.12,82.23,3.60,73.88,58.64,0.02,31.51,12.44,26.85
762,L&TFH,Mar 12,0.44,0.44,0.42,0.00,0.65,0.42,2.12,63.71,2.11,2.12,8286.93,74.10,2.47,74.16,0.00,0.01,37.56,12.69,27.40
763,L&TFH,Mar 22,87.26,87.08,104.37,35.00,556.75,87.06,28.81,15.63,16.09,23.06,53209.93,9.06,13.52,9.16,0.00,0.02,39.73,15.37,31.85
764,L&TFH,Mar 21,64.25,63.83,80.65,22.00,472.76,64.10,24.63,13.55,13.96,20.15,27675.20,5.58,8.35,5.62,67.34,0.02,1.33,152.17,92.05
765,L&TFH,Mar 20,75.82,74.99,90.28,21.00,495.82,75.60,35.15,15.24,19.35,30.15,11943.88,2.31,4.64,2.34,72.31,0.07,4.19,28.38,102.00
766,L&TFH,Mar 19,67.72,66.67,74.35,21.00,453.08,67.32,38.59,14.85,21.70,28.74,16190.44,3.44,6.71,3.47,71.08,0.04,4.79,64.54,104.99
767,L&TFH,Mar 18,47.97,46.59,53.37,16.00,342.11,47.75,24.87,13.95,18.87,24.90,12562.20,3.58,6.47,3.62,83.30,0.04,4.94,72.20,100.02
768,L&TFH,Mar 17,44.52,41.94,49.90,7.00,306.65,44.24,29.31,14.42,20.87,29.31,7881.19,2.53,5.19,2.55,79.84,0.06,4.35,81.97,104.86
769,L&TFH,Mar 16,45.86,33.82,65.12,30.27,385.87,57.90,38.24,15.00,23.82,118.56,0.00,0.00,0.00,0.00,47.72,0.00,5.85,32.69,113.42
770,LTTS,Mar 15,11.91,11.91,12.08,5.23,85.35,10.51,28.61,12.30,18.38,102.74,0.00,0.00,0.00,0.00,50.24,0.00,5.17,43.53,100.26
771,LTTS,Mar 14,0.21,0.21,0.72,0.00,12.31,0.61,1.27,4.92,0.97,7.33,0.00,0.00,0.00,0.00,0.00,0.00,4.82,54.20,102.15
772,LTTS,Mar 13,-0.74,-0.74,-0.60,0.00,0.00,-0.60,-6.38,0.00,-6.00,-6.38,0.00,0.00,0.00,0.00,0.00,0.00,3.12,88.60,92.80
773,LTTS,Mar 21,54.18,54.18,55.13,8.50,393.05,54.15,10.67,13.77,1.16,13.32,228131.68,11.49,1.05,1.09,85.23,0.13,3.32,80.10,92.50
774,LTTS,Mar 20,47.59,47.59,48.52,8.00,390.07,47.57,10.95,12.19,1.10,13.20,201229.15,10.22,0.65,0.60,84.03,0.20,102.89,36.13,25.07
775,LTTS,Mar 19,48.17,48.17,48.38,7.60,343.75,48.14,10.11,14.00,1.21,14.95,194590.06,11.21,1.66,1.55,85.88,0.09,102.98,24.88,22.40
776,LTTS,Mar 18,39.68,39.68,39.86,6.80,293.83,39.66,9.71,13.49,1.17,14.06,170235.90,11.47,1.90,1.82,84.37,0.07,126.93,9.61,23.99
777,LTTS,Mar 17,38.26,38.26,38.43,6.20,276.98,38.24,11.18,13.80,1.27,17.43,137951.94,9.86,2.81,2.22,0.00,0.06,146.09,15.94,21.55
778,LTTS,Mar 16,32.91,32.91,33.08,5.50,245.48,32.89,1.62,13.39,1.27,18.15,116936.07,9.43,2.71,2.00,83.28,0.07,135.23,17.00,21.07
779,LTTS,Mar 15,27.47,27.47,27.64,5.00,211.28,27.45,1.53,12.99,1.23,17.72,102363.82,9.59,2.82,2.07,81.79,0.06,144.73,11.98,21.13
780,LICHSGFIN,Mar 14,26.10,26.10,26.23,4.50,181.82,26.08,1.73,14.34,1.37,17.48,80330.48,8.75,1.58,1.30,82.75,0.11,158.77,0.00,21.00
781,LICHSGFIN,Mar 13,20.28,20.28,20.41,3.80,150.02,20.26,1.61,13.50,1.27,15.78,68599.18,9.05,1.75,1.50,81.25,0.09,149.35,0.00,16.76
782,LICHSGFIN,Mar 12,19.20,19.20,18.25,3.60,121.09,18.10,1.72,14.95,1.41,16.08,60874.17,9.96,2.34,2.17,80.12,0.07,19.81,0.00,12.36
783,LICHSGFIN,Mar 21,2945.09,2945.09,5627.31,150.00,37550.35,2945.90,13.03,7.84,5.61,9.47,35607.97,2.24,2.65,2.19,96.60,0.04,0.00,0.00,0.00
784,LICHSGFIN,Mar 20,3289.16,3289.16,5602.83,100.00,37714.95,3290.05,11.97,8.72,7.28,11.62,24608.63,1.54,2.06,1.54,98.17,0.06,8.42,12.78,89.94
785,LICHSGFIN,Mar 19,2586.26,2586.26,4488.54,60.00,37351.42,2586.96,14.51,6.92,6.01,10.29,26019.39,1.64,2.31,1.55,97.67,0.04,9.08,11.12,91.89
786,LICHSGFIN,Mar 18,2575.43,2575.43,4239.67,60.00,34957.36,2576.13,9.29,7.36,6.70,11.37,32063.79,2.16,3.19,2.07,97.67,0.04,8.65,11.95,93.80
787,LICHSGFIN,Mar 17,3421.43,3421.43,4859.03,60.00,31240.12,3422.36,13.88,10.95,9.72,16.98,27284.15,2.06,3.01,1.94,97.07,0.06,8.67,12.23,93.81
788,LICHSGFIN,Mar 16,5833.10,5833.10,7567.59,100.00,46903.87,5834.67,27.00,12.43,18.78,34.54,18162.67,0.91,2.27,0.82,99.14,0.15,9.26,10.45,94.35
789,LICHSGFIN,Sep 15,2191.55,2191.55,0.00,0.00,0.00,0.00,0.00,13.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.49,9.84,95.83
790,MRF,Sep 14,2117.09,2117.09,3115.52,50.00,31126.37,2117.67,12.49,6.80,9.16,19.87,14942.20,1.13,3.06,1.05,97.63,0.06,9.48,9.82,97.67
791,MRF,Sep 13,1891.49,1891.49,2771.56,30.00,28611.23,1892.00,13.50,6.61,9.71,22.00,6756.37,0.56,1.55,0.47,98.41,0.14,9.58,8.92,98.10
792,MRF,Sep 12,1349.52,1349.52,2060.07,25.00,27995.71,1349.91,11.12,4.82,7.93,20.02,5926.27,0.50,1.52,0.37,98.14,0.13,9.40,9.39,96.43
793,MRF,Mar 21,3.03,3.02,3.74,0.80,84.38,2.72,11.59,3.22,0.43,2.27,79811.52,7.68,1.67,2.36,0.00,0.01,9.49,10.44,95.33
794,MRF,Mar 20,14.74,14.71,16.65,0.00,164.10,14.73,14.83,8.97,1.22,7.97,67106.74,6.65,0.80,0.90,0.00,0.10,71.52,11.48,19.48
795,MRF,Mar 19,25.33,25.28,26.30,6.50,141.86,25.32,14.79,17.85,2.32,14.27,77771.69,8.92,2.37,2.97,81.13,0.06,83.48,9.27,16.59
796,MRF,Mar 18,18.52,18.49,18.23,4.00,107.95,17.51,12.80,16.22,2.03,11.18,68058.59,10.26,2.95,4.28,85.04,0.04,86.88,9.77,16.81
797,MRF,Mar 17,7.09,7.04,7.90,2.40,109.26,7.08,1.38,6.48,0.87,6.17,44420.53,7.19,2.75,2.88,0.00,0.02,90.92,12.56,17.22
798,MRF,Mar 16,11.92,11.83,12.64,4.00,103.67,11.91,2.76,11.49,1.69,11.04,34781.12,5.94,2.25,2.34,66.17,0.05,88.74,9.34,22.05
799,MRF,Mar 15,14.75,14.62,15.48,4.00,98.13,14.74,17.78,15.02,2.37,14.67,33493.82,6.05,2.52,2.59,72.64,0.06,151.00,3.88,23.56
800,M&MFIN,Mar 14,15.75,15.60,16.18,3.80,87.34,15.74,3.92,18.02,2.80,17.41,31789.38,6.46,2.79,2.88,75.63,0.06,0.00,0.00,25.45
801,M&MFIN,Mar 13,16.59,16.40,16.07,3.60,68.50,15.68,4.89,22.88,3.46,19.81,24907.81,6.46,2.46,2.84,76.80,0.08,134.71,7.50,15.10
802,M&MFIN,Mar 12,60.46,59.63,62.29,14.00,269.53,60.39,4.88,22.40,3.34,21.01,17362.40,6.27,2.33,2.48,76.51,0.09,146.91,3.76,14.80
803,M&MFIN,Mar 21,3.38,3.38,2.99,0.00,8.88,2.88,1.94,32.38,1.48,1.49,29653.89,96.79,4.46,96.80,0.00,0.00,164.58,4.58,10.89
804,M&MFIN,Mar 20,10.12,10.11,10.48,0.00,18.36,10.11,16.37,55.06,10.79,11.95,10387.69,20.99,4.56,20.99,0.00,0.03,13.49,15.11,50.80
805,M&MFIN,Mar 19,1.83,1.83,1.90,0.00,11.75,1.83,3.81,15.59,2.24,2.46,11709.80,36.98,5.86,36.99,0.00,0.00,13.63,10.67,62.29
806,M&MFIN,Mar 18,5.36,5.35,5.43,0.00,9.82,5.36,7.45,54.62,6.95,7.49,12172.28,46.20,6.34,46.21,0.00,0.01,13.00,12.18,73.22
807,M&MFIN,Mar 17,5.76,5.71,5.84,0.00,9.54,5.76,8.40,60.41,8.29,8.42,15401.00,60.42,8.43,60.46,0.00,0.01,12.56,14.40,71.26
808,M&MFIN,Mar 16,4.32,4.27,4.40,3.60,7.52,4.32,6.88,57.39,6.62,6.89,9197.20,45.82,5.51,45.84,16.57,0.01,13.46,12.61,57.07
809,M&MFIN,Mar 15,14.67,14.58,14.83,5.00,21.83,14.67,11.31,67.19,11.13,11.31,11426.66,19.64,3.33,19.75,65.91,0.03,14.78,9.35,63.52
810,MFSL,Mar 14,6.96,6.93,7.84,3.60,37.41,6.95,5.69,18.59,5.25,5.81,5680.47,5.70,1.74,5.56,48.26,0.03,15.78,8.83,68.49
811,MFSL,Mar 13,21.16,21.03,22.05,12.20,57.06,21.15,17.67,37.05,16.55,18.19,6070.54,4.01,1.93,3.92,42.30,0.09,15.54,8.93,72.29
812,MFSL,Mar 12,-0.60,-0.60,0.28,0.00,28.23,-0.58,-0.51,-2.06,-0.50,-0.53,4378.73,5.86,1.55,5.97,0.00,0.00,15.12,8.61,74.97
813,MFSL,Mar 21,59.48,58.79,67.41,65.00,297.32,59.36,31.07,19.96,18.68,25.76,32893.56,5.91,7.74,6.00,41.19,0.03,14.91,8.41,74.61
814,MFSL,Mar 20,64.66,64.17,72.81,35.00,233.04,64.60,33.78,27.72,21.86,32.77,11881.81,2.73,3.37,2.85,58.24,0.10,4.58,222.16,43.56
815,MFSL,Mar 19,40.18,39.78,43.38,27.00,184.40,41.32,29.19,22.40,17.98,23.57,18506.73,5.39,5.64,5.36,49.74,0.04,19.59,25.56,82.11
816,MFSL,Mar 18,37.69,37.63,39.93,20.00,169.45,38.28,23.91,22.59,15.85,18.93,16224.69,4.95,4.17,4.98,46.59,0.05,14.42,149.39,24.75
817,MFSL,Mar 17,29.76,29.71,30.96,17.00,143.45,29.70,13.15,20.70,11.62,13.31,11907.30,3.94,2.59,4.03,19.06,0.05,12.72,83.45,55.35
818,MFSL,Mar 16,21.78,21.75,23.12,20.00,139.09,21.75,9.98,15.63,8.57,10.14,9932.18,3.40,2.29,3.52,26.53,0.04,13.72,98.75,61.17
819,MFSL,Mar 15,26.32,26.28,27.89,16.00,144.01,26.32,13.46,18.27,10.68,13.65,7104.54,2.35,1.98,2.65,39.20,0.07,11.53,78.32,58.50
820,MPHASIS,Mar 14,10.62,10.60,11.54,7.00,63.24,10.62,5.77,16.78,4.75,5.78,8219.50,6.18,2.20,6.39,34.06,0.03,16.57,24.13,81.38
821,MPHASIS,Oct 13,25.68,25.64,29.47,17.00,158.06,25.67,14.39,16.24,10.89,14.51,8638.62,2.60,2.40,2.69,33.78,0.06,28.26,25.21,22.62
822,MPHASIS,Oct 12,29.09,29.03,34.53,17.00,162.81,29.08,16.75,17.86,11.99,16.82,8233.63,2.41,2.24,2.37,41.54,0.08,44.68,8.79,45.59
823,MPHASIS,Mar 21,190.64,189.80,199.80,200.00,423.56,190.48,37.82,44.97,26.49,29.03,24200.92,6.64,4.88,7.55,5.61,0.06,24.30,107.88,5.43
824,MPHASIS,Mar 20,184.39,183.62,193.97,180.00,410.52,184.29,35.68,44.89,26.08,28.73,14200.76,4.03,3.17,4.95,0.00,0.09,0.97,19.96,29.64
825,MPHASIS,Mar 19,149.77,149.01,155.36,0.00,417.45,149.51,49.79,35.81,28.84,33.05,27350.64,7.64,7.49,8.11,13.19,0.04,78.86,7.41,36.89
826,MPHASIS,Mar 18,117.91,117.21,124.49,130.00,452.11,117.78,38.00,26.05,21.63,26.42,30071.05,7.79,8.39,8.27,99.72,0.03,80.27,18.18,29.63
827,MPHASIS,Mar 17,151.57,151.06,159.20,170.00,439.02,151.35,53.00,34.47,25.24,48.13,30010.27,8.03,12.13,8.68,-78.31,0.04,70.18,16.55,29.94
828,MPHASIS,Mar 16,105.95,105.38,111.66,100.00,415.81,105.80,36.34,25.44,17.87,22.68,27744.78,7.86,7.56,8.48,-69.97,0.03,56.15,13.85,28.48
829,MPHASIS,Mar 15,125.38,125.38,132.54,665.00,394.86,125.04,34.50,31.66,18.23,35.37,24548.45,7.35,9.22,8.25,-431.63,0.04,54.85,14.51,23.40
830,OFSS,Mar 14,136.56,135.98,144.12,0.00,375.48,136.48,13.48,36.34,11.75,13.58,19782.73,6.26,3.07,8.22,100.00,0.04,58.44,9.22,25.46
831,OFSS,Mar 13,122.52,121.96,129.41,0.00,349.45,122.43,13.99,35.03,12.36,14.11,16455.90,5.60,2.94,7.31,100.00,0.05,28.33,24.63,25.10
832,OFSS,Mar 12,129.78,129.65,134.49,0.00,310.32,129.71,17.30,41.79,15.31,17.43,18491.95,7.10,3.52,8.44,100.00,0.05,67.09,10.58,24.58
833,OFSS,Mar 21,305.35,305.35,361.75,250.00,2539.86,305.34,48.92,12.02,20.03,38.48,33401.99,11.79,38.24,11.94,18.12,0.01,67.17,9.36,25.71
834,OFSS,Mar 20,307.72,307.72,362.72,161.00,2640.79,307.71,51.85,11.65,22.68,41.86,18791.19,6.38,23.03,6.41,47.67,0.02,58.91,10.65,62.35
835,OFSS,Mar 19,353.19,353.19,381.03,344.00,2557.11,353.18,76.19,13.81,29.16,50.83,27798.99,9.75,35.83,9.74,4.30,0.01,58.11,6.76,59.55
836,OFSS,Mar 18,311.08,311.08,336.17,131.00,2287.40,311.08,59.08,13.59,24.56,40.95,25285.14,9.91,29.86,9.92,61.10,0.01,80.55,13.43,56.87
837,OFSS,Mar 17,238.74,238.74,260.89,75.00,1907.24,238.73,56.68,12.51,23.07,39.99,16375.70,7.70,24.53,7.68,59.78,0.02,83.03,19.47,39.98
838,OFSS,Mar 16,208.59,208.59,229.93,107.00,1598.94,208.59,36.61,13.04,24.62,46.04,13628.73,7.64,26.85,7.61,59.24,0.02,73.22,19.57,41.03
839,OFSS,Mar 15,175.75,175.75,191.56,72.00,1383.39,175.75,38.33,12.70,23.80,50.68,15446.98,10.01,39.60,9.93,59.03,0.01,70.25,18.28,43.01
840,PAGEIND,Mar 14,137.87,137.87,150.36,60.00,1064.74,137.87,40.33,12.94,22.96,53.21,7369.47,6.21,25.02,6.09,56.48,0.02,57.57,14.64,50.19
841,PAGEIND,Mar 13,100.89,100.89,111.07,50.00,785.19,100.89,39.68,12.84,23.85,52.70,3789.14,4.33,17.36,4.23,50.44,0.03,32.34,11.02,56.81
842,PAGEIND,Mar 12,80.68,80.68,90.20,37.00,612.71,80.68,40.67,13.16,24.21,54.27,3073.64,4.50,18.17,4.41,54.13,0.03,35.28,10.53,53.21
843,PAGEIND,Mar 21,19.66,19.66,24.89,11.50,173.49,19.66,25.52,11.33,15.57,25.31,29415.66,1.13,2.90,1.30,23.71,0.09,36.63,13.55,52.36
844,PAGEIND,Mar 20,17.98,17.98,23.16,12.50,236.35,17.98,22.03,7.60,14.42,24.62,25609.88,0.72,2.74,0.85,44.39,0.09,166.65,61.17,19.27
845,PAGEIND,Mar 19,14.37,14.37,17.11,10.00,255.97,14.37,26.44,5.61,14.28,21.41,34715.92,0.90,3.73,0.98,30.40,0.06,194.68,33.72,18.91
846,PAGEIND,Mar 18,13.85,13.85,16.60,4.50,203.99,13.85,25.15,6.79,13.27,21.37,34565.89,1.13,3.57,1.13,81.95,0.06,211.18,42.55,22.90
847,PAGEIND,Mar 17,11.37,11.37,27.66,2.50,328.21,22.74,22.02,6.92,12.33,21.07,31340.19,1.27,3.73,1.23,89.00,0.06,180.64,44.98,22.03
848,PAGEIND,Mar 16,12.18,12.18,16.46,2.50,361.78,12.18,8.42,3.36,7.34,13.80,18856.29,0.69,2.84,0.69,83.57,0.05,184.32,37.43,20.56
849,PAGEIND,Mar 15,11.77,11.77,15.97,2.00,526.68,11.77,9.10,2.23,7.93,15.51,14868.47,0.38,2.26,0.33,83.00,0.07,188.78,35.55,21.49
850,PETRONET,Mar 14,9.49,9.49,13.60,2.00,503.30,9.49,8.38,1.88,5.97,14.27,11938.73,0.32,2.06,0.27,78.93,0.07,187.38,47.15,21.23
851,PETRONET,Mar 13,15.32,15.32,17.81,2.50,419.57,15.32,15.19,3.65,10.36,25.82,11604.69,0.37,2.28,0.32,83.68,0.11,177.35,28.59,21.70
852,PETRONET,Mar 12,14.10,14.10,16.56,2.50,302.61,14.10,15.50,4.65,11.48,30.04,14665.06,0.65,3.58,0.56,82.27,0.08,185.65,20.48,21.12
853,PETRONET,Mar 21,31.98,31.98,32.03,10.00,142.97,31.98,10.95,22.37,2.15,16.11,358201.65,9.49,0.57,0.79,74.98,0.28,183.94,20.30,22.15
854,PETRONET,Mar 20,21.42,21.42,21.45,9.50,126.37,21.42,10.85,16.95,1.56,12.52,334404.03,10.02,0.54,0.73,55.64,0.23,137.44,5.78,19.55
855,PETRONET,Mar 19,26.34,26.34,26.36,0.00,108.89,26.34,11.14,24.18,2.01,16.06,313511.25,10.91,0.75,1.13,0.00,0.21,189.59,5.87,12.30
856,PETRONET,Mar 18,16.62,16.62,16.64,7.80,98.39,16.62,8.31,16.88,1.56,11.87,258909.81,9.97,0.61,0.87,53.05,0.19,254.53,9.27,9.75
857,PETRONET,Mar 17,8.05,8.05,8.08,5.00,101.92,8.05,9.77,7.90,0.82,5.83,212187.77,7.89,1.06,1.43,37.92,0.06,195.47,9.52,11.86
858,PETRONET,Mar 16,46.31,46.31,46.36,13.90,208.13,46.31,2.90,22.25,2.47,17.09,223090.88,8.12,0.63,0.83,69.98,0.27,178.00,10.66,11.93
859,PETRONET,Mar 15,45.15,45.15,45.19,9.10,188.34,45.15,2.99,23.97,2.60,18.49,218706.44,8.80,1.12,1.45,79.84,0.17,218.35,10.72,6.48
860,PFC,Mar 14,41.04,41.04,41.08,9.00,163.04,41.04,3.16,25.17,2.79,19.79,184684.49,8.58,0.93,1.19,78.07,0.21,355.26,9.33,4.03
861,PFC,Mar 13,33.48,33.48,33.52,7.00,130.76,33.48,2.83,25.60,2.60,18.37,158787.26,9.20,1.00,1.39,79.09,0.18,316.86,7.55,4.19
862,PFC,Mar 12,23.41,23.41,23.01,6.00,98.60,22.97,2.58,23.29,2.23,14.64,132424.42,10.17,1.17,1.87,73.87,0.12,283.92,5.73,6.43
863,PFC,Mar 21,42.34,42.34,42.39,12.71,179.19,42.34,11.19,23.62,2.08,19.50,352633.59,9.96,0.60,0.73,74.01,0.32,246.39,7.66,8.43
864,PFC,Mar 20,24.74,24.74,24.79,11.00,150.72,24.74,9.99,16.41,1.41,13.92,300167.91,10.08,0.50,0.59,55.53,0.28,9.62,10.72,88.52
865,PFC,Mar 19,29.18,29.18,29.22,11.00,128.16,29.18,8.51,22.77,1.93,16.80,272911.49,10.78,0.88,1.19,56.31,0.19,9.22,11.13,90.08
866,PFC,Mar 18,22.38,22.38,22.41,9.15,113.70,22.38,8.10,19.68,1.82,13.68,227353.21,10.13,0.76,1.10,55.09,0.18,8.33,10.88,100.21
867,PFC,Mar 17,31.63,31.63,31.65,9.65,119.43,31.63,12.07,26.47,2.98,18.74,180735.49,7.66,1.07,1.52,77.86,0.17,9.28,11.35,87.80
868,PFC,Mar 16,56.99,56.99,57.05,17.10,239.39,56.99,3.33,23.80,2.72,19.66,159812.52,6.76,0.57,0.69,69.99,0.34,10.41,9.85,80.08
869,PFC,Mar 15,53.27,53.27,53.34,10.70,204.86,53.27,3.34,26.00,2.87,21.16,164227.28,8.12,1.32,1.62,79.91,0.16,11.13,8.74,92.95
870,RECLTD,Mar 14,47.43,47.43,47.47,9.50,172.34,47.43,3.56,27.52,3.06,22.66,134102.44,7.88,1.09,1.33,79.97,0.21,10.87,9.18,95.81
871,RECLTD,Mar 13,38.66,38.66,38.70,8.25,136.91,38.66,3.51,28.23,2.92,21.87,112510.10,8.32,1.18,1.52,78.66,0.19,11.08,8.90,96.46
872,RECLTD,Mar 12,28.53,28.53,28.56,7.50,104.69,28.53,3.08,27.25,2.59,19.10,94039.44,9.10,1.38,1.96,73.71,0.14,10.16,9.37,98.23
873,RECLTD,Mar 21,100.97,100.97,103.72,18.00,688.39,98.29,14.88,14.27,1.91,11.53,125737.19,7.22,1.67,2.07,87.79,0.07,9.59,10.37,98.12
874,RECLTD,Mar 20,107.44,107.44,116.49,5.00,729.70,110.27,16.67,15.11,2.19,13.89,102098.97,6.17,0.84,0.91,89.11,0.17,8.84,10.93,91.14
875,RECLTD,Mar 19,113.01,113.01,114.89,12.00,684.41,113.00,16.88,16.51,2.43,16.19,112826.38,7.27,1.82,1.86,90.26,0.09,8.59,11.55,87.31
876,RECLTD,Mar 18,108.45,108.45,110.03,11.00,586.09,108.44,10.40,18.50,2.53,18.12,111143.33,8.36,2.41,2.46,89.85,0.08,8.50,11.49,93.83
877,RECLTD,Mar 17,55.42,55.42,56.91,10.00,477.23,55.41,2.50,11.61,1.68,11.12,58698.64,5.42,2.16,2.26,92.78,0.05,9.29,11.82,85.62
878,RECLTD,Mar 16,51.93,51.93,53.52,10.00,451.36,51.92,2.65,11.50,1.73,11.60,52879.67,5.16,2.13,2.11,80.74,0.05,11.27,8.10,94.60
879,RECLTD,Mar 15,54.56,54.56,56.34,10.00,380.64,54.55,2.85,14.33,2.08,13.39,54790.72,6.34,2.74,2.93,81.67,0.05,11.45,7.16,94.48
880,SRTRANSFIN,Mar 14,55.72,55.72,57.00,7.00,347.28,55.71,3.80,16.04,2.56,15.28,35928.39,4.56,2.09,2.20,87.43,0.07,11.04,8.52,95.29
881,SRTRANSFIN,Mar 13,59.98,59.98,60.78,7.00,289.05,59.97,4.68,20.74,3.03,18.91,32667.45,4.98,2.19,2.41,88.31,0.09,11.13,8.09,97.38
882,SRTRANSFIN,Mar 12,55.59,55.54,56.15,6.50,260.21,55.56,5.26,21.35,3.51,20.98,25964.51,4.41,2.26,2.30,88.30,0.09,10.35,8.54,97.44
883,SRTRANSFIN,Mar 21,38.58,38.58,48.28,5.00,79.09,38.58,28.05,48.78,19.54,21.87,17650.40,5.66,2.67,5.94,87.04,0.08,9.50,9.24,98.42
884,SRTRANSFIN,Mar 20,34.81,34.81,52.05,25.00,86.39,34.81,31.37,40.29,21.71,24.39,10730.05,3.15,2.00,3.31,28.18,0.12,13.43,10.08,71.58
885,SRTRANSFIN,Mar 19,35.39,35.39,51.80,12.50,92.96,35.40,38.46,38.07,22.98,25.63,24239.89,6.62,4.54,6.75,64.68,0.06,14.50,8.62,71.57
886,SRTRANSFIN,Mar 18,27.74,27.74,38.89,10.00,72.64,27.74,35.09,38.18,21.05,23.55,33057.65,11.55,7.19,11.66,63.94,0.03,14.74,9.96,72.97
887,SRTRANSFIN,Mar 17,24.85,24.85,34.78,10.00,64.92,24.85,36.45,38.28,22.51,24.35,30768.26,12.03,7.83,12.32,59.76,0.03,13.67,11.04,75.69
888,SRTRANSFIN,Mar 16,22.01,22.01,34.27,15.50,61.00,22.01,24.52,36.07,23.05,24.69,14037.50,5.84,4.22,6.17,29.56,0.06,14.55,8.22,65.98
889,SRTRANSFIN,Mar 15,18.71,18.71,33.62,11.25,56.93,18.71,21.64,32.85,20.53,21.81,16674.62,7.43,5.14,7.74,39.86,0.04,15.06,7.69,67.13
890,SUNTV,Mar 14,18.19,18.19,29.70,9.50,53.21,18.19,22.38,34.19,20.61,22.60,15287.80,7.29,5.00,7.56,47.78,0.05,14.55,8.73,72.62
891,SUNTV,Mar 13,17.34,17.34,27.82,9.50,46.12,17.34,23.34,37.59,21.34,23.62,15039.60,8.27,5.33,8.49,45.21,0.04,16.00,6.21,73.47
892,SUNTV,Mar 12,17.63,17.63,28.87,9.50,44.59,17.63,25.87,39.52,24.01,26.26,12048.73,6.86,4.66,7.02,46.10,0.06,14.62,6.66,74.79
893,SUNTV,Mar 21,12.88,12.88,23.27,3.50,352.57,12.88,17.24,3.65,6.00,14.67,27903.87,1.67,6.66,1.66,72.83,0.02,16.46,5.96,73.95
894,SUNTV,Mar 20,12.47,12.47,22.76,3.50,345.68,12.47,18.29,3.60,6.33,16.36,15661.18,0.95,3.90,0.86,71.92,0.04,40.07,7.55,75.04
895,SUNTV,Mar 19,14.11,14.11,22.51,3.50,383.29,14.11,24.06,3.68,8.00,20.02,23875.20,1.31,6.73,1.24,75.18,0.03,53.89,4.32,72.99
896,SUNTV,Mar 18,13.95,13.95,21.08,3.30,318.45,13.95,19.48,4.37,9.22,23.00,30337.36,2.01,10.18,1.94,76.33,0.02,60.35,8.71,76.00
